0.3333333333333333,48,96,von_neumann,16912,0.16666666666666666,42,28503,117,74,144
0.3333333333333333,48,96,von_neumann,15362,0.3333333333333333,43,58785,102,58,144
0.3333333333333333,48,96,moore,17703,0.041666666666666664,48,35259,145,96,144
0.3333333333333333,48,96,von_neumann,30791,0.041666666666666664,47,62128,138,90,144
0.3333333333333333,48,96,moore,14129,0.3333333333333333,42,81814,112,69,144
0.3333333333333333,48,96,von_neumann,28782,0.16666666666666666,36,60937,105,68,144
0.3333333333333333,48,96,moore,24946,0.08333333333333333,43,47286,128,84,144
0.3333333333333333,48,96,moore,26266,0.041666666666666664,48,25067,145,96,144
0.3333333333333333,48,96,von_neumann,41175,0.08333333333333333,48,98903,145,96,144
0.3333333333333333,48,96,moore,29816,0.020833333333333332,45,88152,139,93,144
0.3333333333333333,48,96,von_neumann,19689,0.3333333333333333,42,42418,113,70,144
0.3333333333333333,48,96,von_neumann,60868,0.020833333333333332,37,39093,118,80,144
0.3333333333333333,48,96,moore,38428,0.020833333333333332,48,32779,144,95,144
0.3333333333333333,48,96,moore,40533,0.006944444444444444,48,56707,145,96,144
0.3333333333333333,48,96,von_neumann,63678,0.013888888888888888,48,12836,145,96,144
0.3333333333333333,48,96,moore,18941,0.08333333333333333,48,94665,144,95,144
0.3333333333333333,48,96,von_neumann,28883,0.041666666666666664,48,39637,145,96,144
0.3333333333333333,48,96,von_neumann,46108,0.041666666666666664,45,12581,133,87,144
0.3333333333333333,48,96,von_neumann,76496,0.006944444444444444,48,25006,145,96,144
0.3333333333333333,48,96,moore,23224,0.16666666666666666,44,82608,122,77,144
0.3333333333333333,48,96,moore,48718,0.16666666666666666,28,98412,45,16,144
0.3333333333333333,48,96,von_neumann,45447,0.08333333333333333,40,88789,105,64,144
0.3333333333333333,48,96,von_neumann,88376,0.020833333333333332,16,29068,34,17,144
0.3333333333333333,48,96,moore,54646,0.16666666666666666,44,94110,120,75,144
0.3333333333333333,48,96,von_neumann,28603,0.08333333333333333,48,85278,143,94,144
0.3333333333333333,48,96,von_neumann,100000,0.006944444444444444,0,47713,1,0,144
0.3333333333333333,48,96,von_neumann,41628,0.020833333333333332,45,74999,142,96,144
0.3333333333333333,48,96,moore,65139,0.013888888888888888,48,79048,145,96,144
0.3333333333333333,48,96,moore,15196,0.08333333333333333,48,24212,140,91,144
0.3333333333333333,48,96,moore,24096,0.6666666666666666,44,20839,112,67,144
