43237,0.05,0.35,144,22258,115,7,7,137,107
58379,0.05,0.35,144,67390,128,7,7,137,120
45189,0.05,0.35,144,62832,105,7,7,137,97
35422,0.05,0.35,144,31932,54,7,7,137,46
25727,0.05,0.35,144,60465,145,7,7,137,137
81409,0.05,0.35,144,27641,144,7,7,137,136
94882,0.05,0.35,144,96652,80,7,7,137,72
81341,0.05,0.35,144,82475,145,7,7,137,137
39716,0.05,0.35,144,36532,145,7,7,137,137
68059,0.05,0.35,144,24064,76,7,7,137,68
60169,0.05,0.35,144,35247,135,7,7,137,127
88220,0.05,0.35,144,30627,110,7,7,137,102
98489,0.05,0.35,144,55326,116,7,7,137,108
86890,0.05,0.35,144,102135,145,7,7,137,137
87789,0.05,0.35,144,37766,145,7,7,137,137
59134,0.05,0.35,144,111176,145,7,7,137,137
67167,0.05,0.35,144,34447,135,7,7,137,127
51372,0.05,0.35,144,56665,49,7,7,137,41
18165,0.05,0.35,144,57658,80,7,7,137,72
93663,0.05,0.35,144,65314,144,7,7,137,136
56466,0.05,0.35,144,125444,145,7,7,137,137
42666,0.05,0.35,144,53454,104,7,6,137,97
62228,0.05,0.45,144,55235,145,7,7,137,137
62659,0.05,0.45,144,53794,145,7,7,137,137
33606,0.05,0.45,144,72748,145,7,7,137,137
22941,0.05,0.45,144,48538,142,7,7,137,134
68257,0.05,0.45,144,31985,141,7,6,137,134
82587,0.05,0.45,144,28129,111,7,7,137,103
22630,0.05,0.45,144,44877,112,7,7,137,104
94340,0.05,0.45,144,34114,145,7,7,137,137
75442,0.05,0.45,144,33669,108,7,7,137,100
83137,0.05,0.45,144,41224,145,7,7,137,137
19284,0.05,0.45,144,125396,145,7,7,137,137
10215,0.05,0.45,144,47165,143,7,7,137,135
63190,0.05,0.45,144,58098,145,7,7,137,137
80808,0.05,0.45,144,200000,53,7,6,137,46
33656,0.05,0.45,144,127311,132,7,7,137,124
63851,0.05,0.45,144,95679,145,7,7,137,137
38910,0.05,0.45,144,21154,78,7,6,137,71
27283,0.05,0.45,144,51777,145,7,7,137,137
31288,0.05,0.45,144,58338,145,7,7,137,137
37073,0.05,0.45,144,34531,114,7,7,137,106
49254,0.05,0.45,144,47665,145,7,7,137,137
31266,0.05,0.45,144,40435,144,7,7,137,136
11325,0.05,0.45,144,70686,145,7,7,137,137
75533,0.05,0.45,144,97071,69,7,7,137,61
95213,0.05,0.45,144,57522,135,7,7,137,127
66597,0.05,0.55,144,44101,110,7,6,137,103
90566,0.05,0.55,144,24180,108,7,7,137,100
38558,0.05,0.55,144,27359,58,7,7,137,50
76661,0.05,0.55,144,40851,88,7,7,137,80
80320,0.05,0.55,144,51765,137,7,7,137,129
63772,0.05,0.55,144,32805,114,7,7,137,106
58286,0.05,0.55,144,51696,145,7,7,137,137
25633,0.05,0.55,144,52660,140,7,7,137,132
17479,0.05,0.55,144,52375,116,7,7,137,108
19149,0.05,0.55,144,33488,91,7,7,137,83
93571,0.05,0.55,144,30462,138,7,7,137,130
51458,0.05,0.55,144,90950,113,7,7,137,105
75145,0.05,0.55,144,91482,145,7,7,137,137
59577,0.05,0.55,144,58651,85,7,7,137,77
94746,0.05,0.55,144,55053,145,7,7,137,137
91626,0.05,0.55,144,56447,139,7,7,137,131
31675,0.05,0.55,144,77016,145,7,7,137,137
81113,0.05,0.55,144,42594,84,7,7,137,76
17266,0.05,0.55,144,67128,95,7,7,137,87
94194,0.05,0.55,144,48122,126,7,7,137,118
98645,0.05,0.55,144,47830,145,7,7,137,137
18257,0.05,0.55,144,57163,145,7,7,137,137
87559,0.05,0.55,144,55750,81,7,7,137,73
99295,0.05,0.55,144,60930,145,7,7,137,137
17573,0.05,0.55,144,80937,97,7,7,137,89
83250,0.05,0.65,144,55025,103,7,7,137,95
23738,0.05,0.65,144,149436,144,7,7,137,136
58295,0.05,0.65,144,45435,100,7,7,137,92
15124,0.05,0.65,144,53086,117,7,7,137,109
39555,0.05,0.65,144,29257,133,7,7,137,125
25916,0.05,0.65,144,31802,141,7,7,137,133
54855,0.05,0.65,144,49042,142,7,7,137,134
71640,0.05,0.65,144,26583,72,7,7,137,64
39129,0.05,0.65,144,74339,104,7,7,137,96
22993,0.05,0.65,144,35613,143,7,7,137,135
37312,0.05,0.65,144,33335,107,7,7,137,99
83688,0.05,0.65,144,46256,145,7,7,137,137
30483,0.05,0.65,144,22501,109,7,7,137,101
43148,0.05,0.65,144,26907,108,7,7,137,100
11768,0.05,0.65,144,45150,144,7,7,137,136
63739,0.05,0.65,144,49925,145,7,7,137,137
25644,0.05,0.65,144,200000,39,7,7,137,31
57189,0.05,0.65,144,33046,67,7,6,137,60
37067,0.05,0.65,144,89139,91,7,7,137,83
68393,0.05,0.65,144,46255,109,7,7,137,101
72956,0.05,0.65,144,35907,103,7,7,137,95
92670,0.05,0.65,144,47742,145,7,7,137,137
14288,0.05,0.65,144,46480,100,7,7,137,92
77579,0.05,0.65,144,35951,129,7,7,137,121
22667,0.05,0.65,144,38051,33,7,7,137,25
75317,0.05,0.75,144,34217,106,7,7,137,98
75607,0.05,0.75,144,83663,145,7,7,137,137
86718,0.05,0.75,144,35952,33,7,6,137,26
87792,0.05,0.75,144,38302,102,7,7,137,94
33350,0.05,0.75,144,46976,99,7,7,137,91
52215,0.05,0.75,144,59863,101,7,7,137,93
11348,0.05,0.75,144,49264,106,7,7,137,98
82772,0.05,0.75,144,76604,84,7,7,137,76
48601,0.05,0.75,144,66206,119,7,7,137,111
91581,0.05,0.75,144,41472,96,7,6,137,89
87456,0.05,0.75,144,63296,144,7,7,137,136
36456,0.05,0.75,144,50083,45,7,7,137,37
66547,0.05,0.75,144,41368,117,7,7,137,109
96079,0.05,0.75,144,43988,88,7,7,137,80
55261,0.05,0.75,144,60949,144,7,7,137,136
75845,0.05,0.75,144,47187,145,7,7,137,137
63012,0.05,0.75,144,72682,143,7,7,137,135
44777,0.05,0.75,144,71154,145,7,7,137,137
58415,0.05,0.75,144,50110,145,7,7,137,137
75167,0.05,0.75,144,47768,145,7,7,137,137
26664,0.05,0.75,144,53166,145,7,7,137,137
73025,0.05,0.75,144,133034,85,7,7,137,77
50239,0.05,0.75,144,31263,145,7,7,137,137
49083,0.05,0.75,144,49014,90,7,7,137,82
94780,0.05,0.75,144,42786,68,7,7,137,60
13283,0.05,0.85,144,27815,88,7,7,137,80
21667,0.05,0.85,144,36898,100,7,7,137,92
12036,0.05,0.85,144,41093,118,7,7,137,110
12192,0.05,0.85,144,30458,144,7,7,137,136
63825,0.05,0.85,144,42751,145,7,7,137,137
66536,0.05,0.85,144,61721,106,7,7,137,98
56815,0.05,0.85,144,28787,145,7,7,137,137
98052,0.05,0.85,144,31901,145,7,7,137,137
26884,0.05,0.85,144,81057,63,7,7,137,55
75016,0.05,0.85,144,34016,143,7,7,137,135
24344,0.05,0.85,144,37961,145,7,7,137,137
18706,0.05,0.85,144,52875,116,7,7,137,108
27475,0.05,0.85,144,44377,139,7,7,137,131
32397,0.05,0.85,144,35025,87,7,7,137,79
82886,0.05,0.85,144,71131,124,7,7,137,116
67709,0.05,0.85,144,21520,141,7,7,137,133
79167,0.05,0.85,144,47152,145,7,7,137,137
86912,0.05,0.85,144,35624,128,7,7,137,120
52565,0.05,0.85,144,78612,145,7,7,137,137
69476,0.05,0.85,144,27859,145,7,7,137,137
23586,0.05,0.85,144,36233,65,7,7,137,57
51270,0.05,0.85,144,30417,144,7,7,137,136
27266,0.05,0.85,144,42964,131,7,7,137,123
91999,0.05,0.85,144,44957,128,7,7,137,120
50817,0.05,0.85,144,71195,145,7,7,137,137
76516,0.05,0.95,144,19930,90,7,7,137,82
43629,0.05,0.95,144,49092,143,7,7,137,135
37742,0.05,0.95,144,58059,145,7,7,137,137
54866,0.05,0.95,144,37232,143,7,7,137,135
93475,0.05,0.95,144,19024,122,7,7,137,114
19429,0.05,0.95,144,27661,86,7,6,137,79
29843,0.05,0.95,144,69239,145,7,7,137,137
10322,0.05,0.95,144,30845,144,7,7,137,136
18329,0.05,0.95,144,42300,78,7,7,137,70
60306,0.05,0.95,144,52694,141,7,7,137,133
83431,0.05,0.95,144,33158,118,7,7,137,110
83826,0.05,0.95,144,39720,86,7,7,137,78
71429,0.05,0.95,144,45721,101,7,7,137,93
46092,0.05,0.95,144,34228,93,7,7,137,85
87385,0.05,0.95,144,23732,112,7,7,137,104
36232,0.05,0.95,144,26992,62,7,7,137,54
12808,0.05,0.95,144,33935,115,7,7,137,107
35334,0.05,0.95,144,49085,145,7,7,137,137
77696,0.05,0.95,144,40675,102,7,7,137,94
52308,0.05,0.95,144,90849,140,7,7,137,132
86101,0.05,0.95,144,91873,128,7,7,137,120
33711,0.05,0.95,144,64589,68,7,7,137,60
42007,0.05,0.95,144,34619,102,7,7,137,94
51940,0.05,0.95,144,34211,145,7,7,137,137
54314,0.05,0.95,144,52145,128,7,7,137,120
22291,0.15,0.05,144,39635,137,21,21,123,115
11383,0.15,0.05,144,37318,116,21,20,123,95
42663,0.15,0.05,144,47187,107,21,17,123,89
22823,0.15,0.05,144,29105,144,21,21,123,122
89102,0.15,0.05,144,35019,120,21,19,123,100
31896,0.15,0.05,144,53691,145,21,21,123,123
27503,0.15,0.05,144,39295,145,21,21,123,123
21208,0.15,0.05,144,37801,145,21,21,123,123
38779,0.15,0.05,144,21122,102,21,18,123,83
33452,0.15,0.05,144,46007,145,21,21,123,123
58169,0.15,0.05,144,44162,145,21,21,123,123
57802,0.15,0.05,144,31983,145,21,21,123,123
33677,0.15,0.05,144,18556,125,21,21,123,103
36097,0.15,0.05,144,34963,84,21,18,123,65
34899,0.15,0.05,144,36204,145,21,21,123,123
89803,0.15,0.05,144,25641,143,21,21,123,121
19689,0.15,0.05,144,24363,143,21,21,123,121
49165,0.15,0.05,144,21956,128,21,18,123,109
12496,0.15,0.05,144,25646,98,21,16,123,81
44134,0.15,0.05,144,49310,145,21,21,123,123
98489,0.15,0.05,144,32591,132,21,21,123,110
86848,0.15,0.05,144,38043,145,21,21,123,123
86726,0.15,0.05,144,43453,86,21,13,123,72
80502,0.15,0.05,144,56345,104,21,14,123,89
44959,0.15,0.05,144,32216,144,21,21,123,122
34358,0.15,0.15,144,20219,137,21,21,123,115
46791,0.15,0.15,144,75223,145,21,21,123,123
26871,0.15,0.15,144,24374,138,21,21,123,116
21635,0.15,0.15,144,13896,111,21,21,123,89
62554,0.15,0.15,144,58100,108,21,19,123,88
99724,0.15,0.15,144,14971,123,21,19,123,103
34217,0.15,0.15,144,29543,142,21,20,123,121
62368,0.15,0.15,144,25487,130,21,21,123,108
35861,0.15,0.15,144,30073,139,21,20,123,118
52221,0.15,0.15,144,15842,132,21,21,123,110
70136,0.15,0.15,144,17700,108,21,18,123,89
37255,0.15,0.15,144,39938,129,21,21,123,107
28563,0.15,0.15,144,26977,143,21,21,123,121
89658,0.15,0.15,144,23874,143,21,21,123,121
39684,0.15,0.15,144,32617,95,21,16,123,78
53306,0.15,0.15,144,17710,103,21,20,123,82
52704,0.15,0.15,144,15956,143,21,21,123,121
60387,0.15,0.15,144,24646,143,21,20,123,122
89132,0.15,0.15,144,28243,131,21,21,123,109
56422,0.15,0.15,144,70196,131,21,20,123,110
41086,0.15,0.15,144,23667,105,21,20,123,84
52221,0.15,0.15,144,17196,116,21,19,123,96
76383,0.15,0.15,144,19947,113,21,19,123,93
58342,0.15,0.15,144,26950,121,21,21,123,99
33897,0.15,0.15,144,30981,88,21,17,123,70
37945,0.15,0.25,144,17371,138,21,20,123,117
32425,0.15,0.25,144,16548,141,21,20,123,120
75717,0.15,0.25,144,104679,81,21,18,123,62
26293,0.15,0.25,144,13180,119,21,20,123,98
67550,0.15,0.25,144,19667,113,21,20,123,92
23155,0.15,0.25,144,32968,105,21,20,123,84
72542,0.15,0.25,144,14963,139,21,21,123,117
48165,0.15,0.25,144,21642,134,21,21,123,112
57792,0.15,0.25,144,25989,103,21,19,123,83
33499,0.15,0.25,144,22829,109,21,20,123,88
89922,0.15,0.25,144,20541,109,21,21,123,87
25882,0.15,0.25,144,14416,125,21,21,123,103
13204,0.15,0.25,144,28180,100,21,20,123,79
84631,0.15,0.25,144,46768,89,21,18,123,70
73326,0.15,0.25,144,22471,92,21,20,123,71
71392,0.15,0.25,144,44970,113,21,20,123,92
84653,0.15,0.25,144,24467,119,21,19,123,99
43429,0.15,0.25,144,17398,121,21,19,123,101
28365,0.15,0.25,144,24133,140,21,21,123,118
34142,0.15,0.25,144,26896,119,21,21,123,97
58441,0.15,0.25,144,32690,82,21,18,123,63
86066,0.15,0.25,144,22290,138,21,21,123,116
86944,0.15,0.25,144,21160,124,21,20,123,103
10394,0.15,0.25,144,20702,118,21,20,123,97
21386,0.15,0.25,144,16232,101,21,20,123,80
98717,0.15,0.35,144,20054,135,21,21,123,113
76814,0.15,0.35,144,25311,135,21,20,123,114
85271,0.15,0.35,144,78893,85,21,20,123,64
10741,0.15,0.35,144,30711,120,21,20,123,99
68228,0.15,0.35,144,17381,127,21,21,123,105
51135,0.15,0.35,144,23327,122,21,20,123,101
17360,0.15,0.35,144,68565,99,21,19,123,79
51717,0.15,0.35,144,23770,127,21,20,123,106
63330,0.15,0.35,144,46771,98,21,21,123,76
17228,0.15,0.35,144,29626,132,21,21,123,110
43039,0.15,0.35,144,24638,134,21,21,123,112
46075,0.15,0.35,144,19997,100,21,21,123,78
82882,0.15,0.35,144,31269,123,21,19,123,103
54146,0.15,0.35,144,26497,107,21,19,123,87
32233,0.15,0.35,144,39362,131,21,21,123,109
91668,0.15,0.35,144,48044,77,21,21,123,55
50094,0.15,0.35,144,24928,102,21,20,123,81
98343,0.15,0.35,144,17540,118,21,19,123,98
44429,0.15,0.35,144,64582,113,21,21,123,91
32089,0.15,0.35,144,31765,91,21,19,123,71
13087,0.15,0.35,144,44580,108,21,20,123,87
44258,0.15,0.35,144,33507,123,21,19,123,103
70309,0.15,0.35,144,22832,122,21,20,123,101
90146,0.15,0.35,144,15545,125,21,21,123,103
54851,0.15,0.35,144,22267,145,21,21,123,123
17675,0.15,0.45,144,22938,126,21,20,123,105
70058,0.15,0.45,144,22864,130,21,19,123,110
58684,0.15,0.45,144,18365,130,21,21,123,108
47897,0.15,0.45,144,33619,108,21,19,123,88
68376,0.15,0.45,144,34319,112,21,21,123,90
88952,0.15,0.45,144,24485,120,21,21,123,98
25370,0.15,0.45,144,16836,108,21,19,123,88
85810,0.15,0.45,144,36281,115,21,20,123,94
47672,0.15,0.45,144,52536,115,21,20,123,94
23127,0.15,0.45,144,39459,123,21,21,123,101
92249,0.15,0.45,144,15173,84,21,19,123,64
34937,0.15,0.45,144,17972,104,21,20,123,83
55521,0.15,0.45,144,24249,109,21,21,123,87
70244,0.15,0.45,144,18308,91,21,19,123,71
39213,0.15,0.45,144,14114,95,21,21,123,73
68051,0.15,0.45,144,13992,102,21,18,123,83
38944,0.15,0.45,144,44755,76,21,20,123,55
15863,0.15,0.45,144,18146,116,21,21,123,94
91099,0.15,0.45,144,20816,136,21,20,123,115
82952,0.15,0.45,144,16836,130,21,19,123,110
14638,0.15,0.45,144,15783,137,21,21,123,115
56411,0.15,0.45,144,13165,95,21,21,123,73
78207,0.15,0.45,144,56683,123,21,20,123,102
95314,0.15,0.45,144,24957,129,21,21,123,107
47389,0.15,0.45,144,120289,88,21,20,123,67
28769,0.15,0.55,144,17636,137,21,21,123,115
85218,0.15,0.55,144,26034,90,21,20,123,69
67308,0.15,0.55,144,16213,116,21,20,123,95
54271,0.15,0.55,144,19588,117,21,21,123,95
41594,0.15,0.55,144,17210,120,21,21,123,98
92215,0.15,0.55,144,24251,135,21,21,123,113
92607,0.15,0.55,144,12909,130,21,21,123,108
55417,0.15,0.55,144,20879,106,21,18,123,87
61517,0.15,0.55,144,19655,104,21,21,123,82
58510,0.15,0.55,144,40528,128,21,20,123,107
53141,0.15,0.55,144,19874,138,21,21,123,116
55132,0.15,0.55,144,21638,126,21,20,123,105
23475,0.15,0.55,144,24356,131,21,20,123,110
99927,0.15,0.55,144,11239,108,21,20,123,87
62762,0.15,0.55,144,19265,122,21,20,123,101
16213,0.15,0.55,144,22412,131,21,19,123,111
19696,0.15,0.55,144,22891,123,21,21,123,101
82410,0.15,0.55,144,21135,103,21,19,123,83
69695,0.15,0.55,144,59651,104,21,21,123,82
58998,0.15,0.55,144,11676,127,21,21,123,105
50004,0.15,0.55,144,37374,95,21,19,123,75
90360,0.15,0.55,144,14738,131,21,21,123,109
35974,0.15,0.55,144,18669,138,21,21,123,116
44192,0.15,0.55,144,197475,55,21,14,123,40
43599,0.15,0.55,144,102193,96,21,19,123,76
28357,0.15,0.65,144,18596,123,21,20,123,102
52688,0.15,0.65,144,114836,90,21,17,123,72
13077,0.15,0.65,144,21543,116,21,18,123,97
90480,0.15,0.65,144,63088,124,21,21,123,102
72179,0.15,0.65,144,46937,107,21,20,123,86
31382,0.15,0.65,144,48241,98,21,18,123,79
49024,0.15,0.65,144,28307,140,21,21,123,118
73402,0.15,0.65,144,141155,76,21,20,123,55
91584,0.15,0.65,144,74329,97,21,19,123,77
22155,0.15,0.65,144,32392,130,21,21,123,108
66273,0.15,0.65,144,32474,144,21,21,123,122
28291,0.15,0.65,144,65083,93,21,21,123,71
16356,0.15,0.65,144,12639,98,21,21,123,76
78631,0.15,0.65,144,21362,90,21,21,123,68
75002,0.15,0.65,144,38102,140,21,21,123,118
65924,0.15,0.65,144,37281,118,21,19,123,98
82430,0.15,0.65,144,15659,92,21,18,123,73
75446,0.15,0.65,144,18630,124,21,20,123,103
73885,0.15,0.65,144,22484,123,21,20,123,102
70328,0.15,0.65,144,31030,62,21,20,123,41
25165,0.15,0.65,144,32667,66,21,18,123,47
64949,0.15,0.65,144,22998,124,21,20,123,103
76609,0.15,0.65,144,20878,111,21,20,123,90
54195,0.15,0.65,144,15962,128,21,20,123,107
30383,0.15,0.65,144,20813,127,21,20,123,106
51791,0.15,0.75,144,42824,102,21,20,123,81
26916,0.15,0.75,144,24189,132,21,19,123,112
66104,0.15,0.75,144,80437,84,21,17,123,66
16674,0.15,0.75,144,53327,111,21,21,123,89
52998,0.15,0.75,144,23988,100,21,20,123,79
81240,0.15,0.75,144,26476,122,21,21,123,100
13788,0.15,0.75,144,81100,100,21,20,123,79
92573,0.15,0.75,144,25382,106,21,20,123,85
29201,0.15,0.75,144,21143,138,21,21,123,116
47791,0.15,0.75,144,70769,105,21,18,123,86
79513,0.15,0.75,144,13902,115,21,20,123,94
14653,0.15,0.75,144,35611,130,21,21,123,108
38621,0.15,0.75,144,13283,121,21,21,123,99
91585,0.15,0.75,144,70753,124,21,20,123,103
55340,0.15,0.75,144,27711,120,21,18,123,101
35941,0.15,0.75,144,12648,125,21,20,123,104
62336,0.15,0.75,144,32353,91,21,20,123,70
41862,0.15,0.75,144,14355,133,21,21,123,111
92950,0.15,0.75,144,20852,123,21,18,123,104
56981,0.15,0.75,144,18345,128,21,19,123,108
37609,0.15,0.75,144,20244,113,21,20,123,92
72093,0.15,0.75,144,19411,100,21,19,123,80
84994,0.15,0.75,144,18077,128,21,21,123,106
90233,0.15,0.75,144,10939,112,21,21,123,90
38518,0.15,0.75,144,32301,94,21,21,123,72
21982,0.15,0.85,144,35172,71,21,18,123,52
40848,0.15,0.85,144,23867,110,21,18,123,91
61352,0.15,0.85,144,21430,142,21,21,123,120
36388,0.15,0.85,144,34789,78,21,18,123,59
29729,0.15,0.85,144,20588,111,21,21,123,89
98856,0.15,0.85,144,19869,107,21,18,123,88
36458,0.15,0.85,144,53119,83,21,19,123,63
89535,0.15,0.85,144,42035,69,21,19,123,49
57553,0.15,0.85,144,22243,99,21,21,123,77
62844,0.15,0.85,144,28356,120,21,20,123,99
87780,0.15,0.85,144,18468,122,21,20,123,101
67981,0.15,0.85,144,16101,116,21,21,123,94
53141,0.15,0.85,144,17675,112,21,19,123,92
71972,0.15,0.85,144,32989,117,21,21,123,95
92154,0.15,0.85,144,37318,112,21,21,123,90
33917,0.15,0.85,144,32209,115,21,20,123,94
33391,0.15,0.85,144,166199,83,21,16,123,66
55300,0.15,0.85,144,19698,107,21,19,123,87
53807,0.15,0.85,144,24090,106,21,21,123,84
28813,0.15,0.85,144,14575,118,21,21,123,96
23083,0.15,0.85,144,22166,112,21,21,123,90
47691,0.15,0.85,144,17513,125,21,21,123,103
95708,0.15,0.85,144,22628,99,21,19,123,79
57849,0.15,0.85,144,43497,97,21,20,123,76
96913,0.15,0.85,144,25177,142,21,21,123,120
85193,0.15,0.95,144,36768,82,21,20,123,61
95598,0.15,0.95,144,16665,101,21,19,123,81
25782,0.15,0.95,144,27170,99,21,21,123,77
65950,0.15,0.95,144,18331,139,21,21,123,117
68012,0.15,0.95,144,18243,121,21,21,123,99
99826,0.15,0.95,144,15035,131,21,20,123,110
27400,0.15,0.95,144,22367,133,21,21,123,111
97604,0.15,0.95,144,22302,129,21,18,123,110
77622,0.15,0.95,144,28444,93,21,21,123,71
38854,0.15,0.95,144,12063,89,21,20,123,68
14830,0.15,0.95,144,13040,98,21,20,123,77
95972,0.15,0.95,144,12351,123,21,21,123,101
82524,0.15,0.95,144,17816,128,21,20,123,107
89722,0.15,0.95,144,18252,108,21,19,123,88
86150,0.15,0.95,144,14596,132,21,21,123,110
48876,0.15,0.95,144,16492,120,21,21,123,98
88825,0.15,0.95,144,22216,102,21,20,123,81
61239,0.15,0.95,144,190556,92,21,19,123,72
67265,0.15,0.95,144,22310,102,21,21,123,80
79390,0.15,0.95,144,23895,126,21,20,123,105
63845,0.15,0.95,144,11183,95,21,19,123,75
91744,0.15,0.95,144,33173,92,21,21,123,70
17710,0.15,0.95,144,25683,120,21,21,123,98
70509,0.15,0.95,144,28036,98,21,18,123,79
81755,0.15,0.95,144,132595,71,21,17,123,53
18433,0.25,0.05,144,34170,145,36,36,108,108
28349,0.25,0.05,144,29238,144,36,36,108,107
55153,0.25,0.05,144,64277,143,36,36,108,106
16231,0.25,0.05,144,39300,137,36,34,108,102
39364,0.25,0.05,144,24182,141,36,35,108,105
43425,0.25,0.05,144,40442,123,36,29,108,93
72437,0.25,0.05,144,43409,102,36,27,108,74
94346,0.25,0.05,144,38740,145,36,36,108,108
65542,0.25,0.05,144,26970,111,36,32,108,78
38908,0.25,0.05,144,24509,144,36,36,108,107
47555,0.25,0.05,144,30605,103,36,30,108,72
55463,0.25,0.05,144,51749,145,36,36,108,108
54590,0.25,0.05,144,36931,130,36,33,108,96
75634,0.25,0.05,144,32250,114,36,32,108,81
88031,0.25,0.05,144,30641,119,36,32,108,86
73633,0.25,0.05,144,26210,145,36,36,108,108
56307,0.25,0.05,144,17616,140,36,35,108,104
95489,0.25,0.05,144,23577,141,36,36,108,104
95203,0.25,0.05,144,31802,145,36,36,108,108
89616,0.25,0.05,144,33687,145,36,36,108,108
27323,0.25,0.05,144,30620,145,36,36,108,108
10457,0.25,0.05,144,34344,145,36,36,108,108
21277,0.25,0.05,144,25248,145,36,36,108,108
35566,0.25,0.05,144,30507,141,36,34,108,106
72288,0.25,0.05,144,28706,120,36,31,108,88
63447,0.25,0.15,144,23854,119,36,36,108,82
75205,0.25,0.15,144,13504,121,36,33,108,87
25274,0.25,0.15,144,30426,144,36,36,108,107
26089,0.25,0.15,144,17015,105,36,28,108,76
58484,0.25,0.15,144,13526,105,36,30,108,74
26094,0.25,0.15,144,21372,128,36,33,108,94
83802,0.25,0.15,144,33731,104,36,26,108,77
96462,0.25,0.15,144,12604,130,36,33,108,96
65804,0.25,0.15,144,24261,137,36,33,108,103
83770,0.25,0.15,144,22050,120,36,36,108,83
47120,0.25,0.15,144,16565,93,36,28,108,64
14868,0.25,0.15,144,25717,130,36,34,108,95
76119,0.25,0.15,144,18737,105,36,28,108,76
