42778,144,0.041666666666666664,144,96,one-to-one,95,40754,48,48,0.3333333333333333
23814,144,0.3333333333333333,128,96,one-to-one,83,11341,48,44,0.3333333333333333
24963,144,0.16666666666666666,109,96,one-to-many,67,12178,48,41,0.3333333333333333
29955,144,0.3333333333333333,112,96,one-to-one,71,58763,48,40,0.3333333333333333
46966,144,0.041666666666666664,145,96,one-to-many,96,57499,48,48,0.3333333333333333
100000,144,0.006944444444444444,51,96,one-to-many,37,99784,48,13,0.3333333333333333
100000,144,0.013888888888888888,145,96,one-to-one,96,82562,48,48,0.3333333333333333
100000,144,0.006944444444444444,92,96,one-to-many,61,71689,48,30,0.3333333333333333
100000,144,0.006944444444444444,111,96,one-to-one,72,68499,48,38,0.3333333333333333
32893,144,0.020833333333333332,145,96,one-to-one,96,69611,48,48,0.3333333333333333
30376,144,0.6666666666666666,82,96,one-to-one,47,86899,48,34,0.3333333333333333
13914,144,0.3333333333333333,126,96,one-to-one,80,37191,48,45,0.3333333333333333
35552,144,0.020833333333333332,145,96,one-to-many,96,41421,48,48,0.3333333333333333
17032,144,0.3333333333333333,125,96,one-to-many,83,14155,48,41,0.3333333333333333
29213,144,0.16666666666666666,85,96,one-to-many,54,21669,48,30,0.3333333333333333
15811,144,0.08333333333333333,139,96,one-to-one,91,86193,48,47,0.3333333333333333
47494,144,0.020833333333333332,144,96,one-to-many,96,63203,48,47,0.3333333333333333
54094,144,0.006944444444444444,145,96,one-to-many,96,39713,48,48,0.3333333333333333
33076,144,0.08333333333333333,142,96,one-to-many,93,37685,48,48,0.3333333333333333
28569,144,0.16666666666666666,113,96,one-to-one,74,83829,48,38,0.3333333333333333
14761,144,0.6666666666666666,114,96,one-to-one,72,20250,48,41,0.3333333333333333
34239,144,0.3333333333333333,94,96,one-to-many,51,83792,48,42,0.3333333333333333
13573,144,0.08333333333333333,145,96,one-to-many,96,14019,48,48,0.3333333333333333
16554,144,0.08333333333333333,99,96,one-to-many,59,73049,48,39,0.3333333333333333
11317,144,0.16666666666666666,110,96,one-to-one,67,22057,48,42,0.3333333333333333
62689,144,0.041666666666666664,145,96,one-to-many,96,45272,48,48,0.3333333333333333
40691,144,0.3333333333333333,97,96,one-to-many,56,68195,48,40,0.3333333333333333
64937,144,0.041666666666666664,144,96,one-to-many,95,14251,48,48,0.3333333333333333
50501,144,0.013888888888888888,145,96,one-to-many,96,18630,48,48,0.3333333333333333
20302,144,0.16666666666666666,141,96,one-to-one,94,30819,48,46,0.3333333333333333
20881,144,0.16666666666666666,117,96,one-to-one,79,67830,48,37,0.3333333333333333
49507,144,0.020833333333333332,141,96,one-to-many,93,44713,48,47,0.3333333333333333
43659,144,0.041666666666666664,145,96,one-to-one,96,78164,48,48,0.3333333333333333
49057,144,0.3333333333333333,104,96,one-to-many,60,78742,48,43,0.3333333333333333
42356,144,0.041666666666666664,111,96,one-to-one,71,14573,48,39,0.3333333333333333
10618,144,0.6666666666666666,109,96,one-to-one,65,62725,48,43,0.3333333333333333
9876,144,0.6666666666666666,121,96,one-to-one,73,65010,48,47,0.3333333333333333
21014,144,0.08333333333333333,122,96,one-to-one,77,29088,48,44,0.3333333333333333
44389,144,0.3333333333333333,108,96,one-to-one,67,34536,48,40,0.3333333333333333
34815,144,0.08333333333333333,141,96,one-to-one,95,86325,48,45,0.3333333333333333
25134,144,0.16666666666666666,114,96,one-to-many,72,60624,48,41,0.3333333333333333
26774,144,0.041666666666666664,144,96,one-to-one,95,42961,48,48,0.3333333333333333
29487,144,0.020833333333333332,145,96,one-to-one,96,24899,48,48,0.3333333333333333
78677,144,0.013888888888888888,145,96,one-to-one,96,45142,48,48,0.3333333333333333
33149,144,0.041666666666666664,136,96,one-to-many,91,58180,48,44,0.3333333333333333
34023,144,0.041666666666666664,144,96,one-to-many,96,89179,48,47,0.3333333333333333
22066,144,0.08333333333333333,115,96,one-to-many,76,97383,48,38,0.3333333333333333
100000,144,0.013888888888888888,81,96,one-to-one,51,94955,48,29,0.3333333333333333
21876,144,0.08333333333333333,140,96,one-to-many,94,10784,48,45,0.3333333333333333
100000,144,0.006944444444444444,145,96,one-to-many,96,94260,48,48,0.3333333333333333
29148,144,0.6666666666666666,100,96,one-to-many,60,68434,48,39,0.3333333333333333
24639,144,0.08333333333333333,127,96,one-to-one,82,51196,48,44,0.3333333333333333
10954,144,0.08333333333333333,119,96,one-to-one,72,55727,48,46,0.3333333333333333
11756,144,0.08333333333333333,108,96,one-to-one,67,10320,48,40,0.3333333333333333
100000,144,0.013888888888888888,145,96,one-to-one,96,76000,48,48,0.3333333333333333
75915,144,0.6666666666666666,80,96,one-to-one,40,37085,48,39,0.3333333333333333
27828,144,0.041666666666666664,145,96,one-to-many,96,37777,48,48,0.3333333333333333
14086,144,0.3333333333333333,95,96,one-to-many,59,96267,48,35,0.3333333333333333
64142,144,0.013888888888888888,145,96,one-to-many,96,50104,48,48,0.3333333333333333
21088,144,0.6666666666666666,111,96,one-to-many,66,20393,48,44,0.3333333333333333
23764,144,0.08333333333333333,137,96,one-to-many,88,66156,48,48,0.3333333333333333
38543,144,0.013888888888888888,109,96,one-to-many,70,14031,48,38,0.3333333333333333
34234,144,0.3333333333333333,96,96,one-to-one,54,71385,48,41,0.3333333333333333
42075,144,0.020833333333333332,145,96,one-to-many,96,73359,48,48,0.3333333333333333
100000,144,0.16666666666666666,100,96,one-to-many,58,43495,48,41,0.3333333333333333
45629,144,0.6666666666666666,97,96,one-to-many,53,89666,48,43,0.3333333333333333
10121,144,0.16666666666666666,93,96,one-to-one,52,96323,48,40,0.3333333333333333
40707,144,0.041666666666666664,102,96,one-to-many,65,25692,48,36,0.3333333333333333
100000,144,0.3333333333333333,75,96,one-to-many,36,78366,48,38,0.3333333333333333
51898,144,0.013888888888888888,144,96,one-to-many,95,10000,48,48,0.3333333333333333
35165,144,0.6666666666666666,104,96,one-to-one,59,44388,48,44,0.3333333333333333
92327,144,0.6666666666666666,100,96,one-to-many,60,84786,48,39,0.3333333333333333
26644,144,0.041666666666666664,125,96,one-to-one,80,27369,48,44,0.3333333333333333
23016,144,0.16666666666666666,101,96,one-to-many,62,65430,48,38,0.3333333333333333
16278,144,0.16666666666666666,112,96,one-to-many,69,39038,48,42,0.3333333333333333
8780,144,0.3333333333333333,125,96,one-to-one,77,25391,48,47,0.3333333333333333
44006,144,0.020833333333333332,67,96,one-to-one,45,18943,48,21,0.3333333333333333
100000,144,0.6666666666666666,78,96,one-to-many,42,96663,48,35,0.3333333333333333
49072,144,0.041666666666666664,145,96,one-to-one,96,14680,48,48,0.3333333333333333
74532,144,0.013888888888888888,145,96,one-to-one,96,91499,48,48,0.3333333333333333
29417,144,0.08333333333333333,103,96,one-to-one,60,51252,48,42,0.3333333333333333
56877,144,0.020833333333333332,145,96,one-to-one,96,12988,48,48,0.3333333333333333
16531,144,0.3333333333333333,110,96,one-to-one,67,97913,48,42,0.3333333333333333
42705,144,0.3333333333333333,81,96,one-to-many,44,19862,48,36,0.3333333333333333
60593,144,0.006944444444444444,145,96,one-to-one,96,34269,48,48,0.3333333333333333
91305,144,0.006944444444444444,145,96,one-to-one,96,89992,48,48,0.3333333333333333
39973,144,0.006944444444444444,145,96,one-to-one,96,87946,48,48,0.3333333333333333
36422,144,0.020833333333333332,143,96,one-to-many,95,48299,48,47,0.3333333333333333
97816,144,0.013888888888888888,143,96,one-to-one,95,51315,48,47,0.3333333333333333
47223,144,0.020833333333333332,119,96,one-to-one,76,70463,48,42,0.3333333333333333
25309,144,0.08333333333333333,143,96,one-to-many,94,31796,48,48,0.3333333333333333
53350,144,0.006944444444444444,145,96,one-to-one,96,89499,48,48,0.3333333333333333
100000,144,0.013888888888888888,88,96,one-to-many,55,67565,48,32,0.3333333333333333
100000,144,0.006944444444444444,104,96,one-to-many,66,98475,48,37,0.3333333333333333
38348,144,0.020833333333333332,83,96,one-to-many,52,39048,48,30,0.3333333333333333
51272,144,0.041666666666666664,145,96,one-to-many,96,98405,48,48,0.3333333333333333
34107,144,0.08333333333333333,145,96,one-to-many,96,93993,48,48,0.3333333333333333
62270,144,0.013888888888888888,142,96,one-to-many,93,21485,48,48,0.3333333333333333
100000,144,0.3333333333333333,96,96,one-to-one,57,49232,48,38,0.3333333333333333
46174,144,0.3333333333333333,118,96,one-to-many,75,55233,48,42,0.3333333333333333
49737,144,0.041666666666666664,144,96,one-to-one,95,70594,48,48,0.3333333333333333
61242,144,0.020833333333333332,105,96,one-to-one,71,48519,48,33,0.3333333333333333
38232,144,0.020833333333333332,145,96,one-to-one,96,22952,48,48,0.3333333333333333
31510,144,0.041666666666666664,83,96,one-to-one,56,56316,48,26,0.3333333333333333
27597,144,0.08333333333333333,136,96,one-to-one,88,50257,48,47,0.3333333333333333
91497,144,0.006944444444444444,145,96,one-to-one,96,99037,48,48,0.3333333333333333
57185,144,0.16666666666666666,122,96,one-to-one,78,31237,48,43,0.3333333333333333
56495,144,0.013888888888888888,145,96,one-to-one,96,78277,48,48,0.3333333333333333
14974,144,0.3333333333333333,120,96,one-to-many,76,63456,48,43,0.3333333333333333
66361,144,0.020833333333333332,145,96,one-to-many,96,96131,48,48,0.3333333333333333
16395,144,0.08333333333333333,107,96,one-to-many,67,21290,48,39,0.3333333333333333
76621,144,0.013888888888888888,145,96,one-to-many,96,51333,48,48,0.3333333333333333
39490,144,0.16666666666666666,111,96,one-to-one,69,44735,48,41,0.3333333333333333
28031,144,0.041666666666666664,144,96,one-to-many,95,58088,48,48,0.3333333333333333
87936,144,0.006944444444444444,145,96,one-to-many,96,67175,48,48,0.3333333333333333
77626,144,0.006944444444444444,145,96,one-to-many,96,15458,48,48,0.3333333333333333
100000,144,0.16666666666666666,104,96,one-to-one,61,94272,48,42,0.3333333333333333
47417,144,0.020833333333333332,77,96,one-to-one,47,51139,48,29,0.3333333333333333
20104,144,0.16666666666666666,127,96,one-to-many,82,15623,48,44,0.3333333333333333
11367,144,0.16666666666666666,121,96,one-to-many,79,76043,48,41,0.3333333333333333
14160,144,0.16666666666666666,138,96,one-to-one,92,48736,48,45,0.3333333333333333
100000,144,0.006944444444444444,110,96,one-to-many,75,86681,48,34,0.3333333333333333
39907,144,0.041666666666666664,127,96,one-to-many,82,62608,48,44,0.3333333333333333
17841,144,0.6666666666666666,94,96,one-to-one,54,15474,48,39,0.3333333333333333
49088,144,0.020833333333333332,144,96,one-to-many,95,35450,48,48,0.3333333333333333
13349,144,0.16666666666666666,131,96,one-to-many,86,77428,48,44,0.3333333333333333
28825,144,0.020833333333333332,140,96,one-to-one,94,76096,48,45,0.3333333333333333
26113,144,0.08333333333333333,141,96,one-to-one,94,93402,48,46,0.3333333333333333
55206,144,0.020833333333333332,145,96,one-to-many,96,80945,48,48,0.3333333333333333
13801,144,0.3333333333333333,122,96,one-to-one,77,24389,48,44,0.3333333333333333
100000,144,0.6666666666666666,68,96,one-to-one,30,83460,48,37,0.3333333333333333
26795,144,0.08333333333333333,96,96,one-to-one,61,85660,48,34,0.3333333333333333
37400,144,0.013888888888888888,133,96,one-to-one,89,19562,48,43,0.3333333333333333
13951,144,0.3333333333333333,101,96,one-to-one,62,35048,48,38,0.3333333333333333
35134,144,0.020833333333333332,145,96,one-to-many,96,49288,48,48,0.3333333333333333
53467,144,0.6666666666666666,75,96,one-to-many,38,27083,48,36,0.3333333333333333
63382,144,0.6666666666666666,104,96,one-to-one,64,78005,48,39,0.3333333333333333
33750,144,0.041666666666666664,142,96,one-to-one,95,84926,48,46,0.3333333333333333
100000,144,0.6666666666666666,109,96,one-to-many,67,74884,48,41,0.3333333333333333
28152,144,0.08333333333333333,131,96,one-to-many,86,31124,48,44,0.3333333333333333
59707,144,0.013888888888888888,145,96,one-to-many,96,19213,48,48,0.3333333333333333
36350,144,0.041666666666666664,145,96,one-to-many,96,80204,48,48,0.3333333333333333
23575,144,0.3333333333333333,85,96,one-to-many,45,65013,48,39,0.3333333333333333
15829,144,0.6666666666666666,103,96,one-to-many,58,97761,48,44,0.3333333333333333
26758,144,0.6666666666666666,93,96,one-to-one,54,73008,48,38,0.3333333333333333
52174,144,0.013888888888888888,53,96,one-to-one,31,40373,48,21,0.3333333333333333
16733,144,0.3333333333333333,112,96,one-to-many,68,32993,48,43,0.3333333333333333
27424,144,0.08333333333333333,129,96,one-to-many,84,33520,48,44,0.3333333333333333
44758,144,0.3333333333333333,104,96,one-to-many,60,92727,48,43,0.3333333333333333
13456,144,0.16666666666666666,128,96,one-to-many,85,59441,48,42,0.3333333333333333
62232,144,0.013888888888888888,145,96,one-to-one,96,85859,48,48,0.3333333333333333
36298,144,0.013888888888888888,145,96,one-to-many,96,38763,48,48,0.3333333333333333
100000,144,0.006944444444444444,1,96,one-to-many,0,60818,48,0,0.3333333333333333
97532,144,0.013888888888888888,145,96,one-to-many,96,27060,48,48,0.3333333333333333
30293,144,0.041666666666666664,141,96,one-to-one,93,71865,48,47,0.3333333333333333
27181,144,0.08333333333333333,143,96,one-to-one,95,28004,48,47,0.3333333333333333
46965,144,0.041666666666666664,144,96,one-to-one,95,13005,48,48,0.3333333333333333
38731,144,0.041666666666666664,137,96,one-to-many,92,85334,48,44,0.3333333333333333
30081,144,0.020833333333333332,110,96,one-to-many,73,23230,48,36,0.3333333333333333
93723,144,0.6666666666666666,88,96,one-to-one,51,94689,48,36,0.3333333333333333
15252,144,0.3333333333333333,114,96,one-to-one,72,94286,48,41,0.3333333333333333
52236,144,0.3333333333333333,71,96,one-to-one,35,68384,48,35,0.3333333333333333
100000,144,0.6666666666666666,74,96,one-to-many,39,73999,48,34,0.3333333333333333
49876,144,0.020833333333333332,145,96,one-to-one,96,14637,48,48,0.3333333333333333
20187,144,0.08333333333333333,122,96,one-to-many,76,41567,48,45,0.3333333333333333
47444,144,0.013888888888888888,143,96,one-to-many,95,30809,48,47,0.3333333333333333
22500,144,0.16666666666666666,120,96,one-to-one,74,78925,48,45,0.3333333333333333
41797,144,0.020833333333333332,145,96,one-to-one,96,25585,48,48,0.3333333333333333
31977,144,0.041666666666666664,145,96,one-to-many,96,17000,48,48,0.3333333333333333
27463,144,0.041666666666666664,97,96,one-to-one,61,96782,48,35,0.3333333333333333
11585,144,0.16666666666666666,88,96,one-to-one,54,71919,48,33,0.3333333333333333
22047,144,0.6666666666666666,95,96,one-to-one,55,32073,48,39,0.3333333333333333
32916,144,0.08333333333333333,122,96,one-to-one,78,75084,48,43,0.3333333333333333
18979,144,0.3333333333333333,100,96,one-to-many,61,88551,48,38,0.3333333333333333
10703,144,0.08333333333333333,124,96,one-to-one,80,72258,48,43,0.3333333333333333
88177,144,0.006944444444444444,145,96,one-to-one,96,12015,48,48,0.3333333333333333
52858,144,0.020833333333333332,145,96,one-to-one,96,58955,48,48,0.3333333333333333
18417,144,0.16666666666666666,50,96,one-to-many,21,82942,48,28,0.3333333333333333
30686,144,0.3333333333333333,95,96,one-to-many,56,44732,48,38,0.3333333333333333
100000,144,0.006944444444444444,45,96,one-to-many,30,31597,48,14,0.3333333333333333
89062,144,0.006944444444444444,145,96,one-to-one,96,79289,48,48,0.3333333333333333
78424,144,0.16666666666666666,92,96,one-to-one,54,24221,48,37,0.3333333333333333
60839,144,0.6666666666666666,80,96,one-to-one,44,21364,48,35,0.3333333333333333
49388,144,0.020833333333333332,145,96,one-to-one,96,16835,48,48,0.3333333333333333
62673,144,0.020833333333333332,145,96,one-to-many,96,24846,48,48,0.3333333333333333
24857,144,0.013888888888888888,113,96,one-to-one,73,92596,48,39,0.3333333333333333
29310,144,0.6666666666666666,93,96,one-to-many,57,62197,48,35,0.3333333333333333
39091,144,0.08333333333333333,134,96,one-to-many,88,27893,48,45,0.3333333333333333
100000,144,0.013888888888888888,110,96,one-to-many,70,32008,48,39,0.3333333333333333
57284,144,0.041666666666666664,145,96,one-to-many,96,92330,48,48,0.3333333333333333
100000,144,0.013888888888888888,85,96,one-to-one,53,73574,48,31,0.3333333333333333
81997,144,0.006944444444444444,113,96,one-to-one,73,24591,48,39,0.3333333333333333
35500,144,0.3333333333333333,98,96,one-to-one,59,31478,48,38,0.3333333333333333
14216,144,0.16666666666666666,124,96,one-to-one,76,90614,48,47,0.3333333333333333
16688,144,0.08333333333333333,118,96,one-to-one,79,68332,48,38,0.3333333333333333
69694,144,0.16666666666666666,107,96,one-to-many,66,28176,48,40,0.3333333333333333
35705,144,0.013888888888888888,145,96,one-to-many,96,52542,48,48,0.3333333333333333
35338,144,0.020833333333333332,142,96,one-to-one,94,84484,48,47,0.3333333333333333
42929,144,0.041666666666666664,106,96,one-to-one,66,54298,48,39,0.3333333333333333
84462,144,0.020833333333333332,145,96,one-to-many,96,38079,48,48,0.3333333333333333
48288,144,0.006944444444444444,145,96,one-to-one,96,44697,48,48,0.3333333333333333
22031,144,0.08333333333333333,117,96,one-to-many,76,92412,48,40,0.3333333333333333
22868,144,0.08333333333333333,143,96,one-to-one,95,99397,48,47,0.3333333333333333
60082,144,0.020833333333333332,145,96,one-to-many,96,50613,48,48,0.3333333333333333
100000,144,0.08333333333333333,105,96,one-to-many,67,98940,48,37,0.3333333333333333
60744,144,0.6666666666666666,84,96,one-to-one,46,75187,48,37,0.3333333333333333
62331,144,0.6666666666666666,105,96,one-to-many,61,24220,48,43,0.3333333333333333
55623,144,0.013888888888888888,145,96,one-to-many,96,49016,48,48,0.3333333333333333
100000,144,0.006944444444444444,145,96,one-to-many,96,61387,48,48,0.3333333333333333
79443,144,0.16666666666666666,104,96,one-to-many,63,15254,48,40,0.3333333333333333
12497,144,0.16666666666666666,119,96,one-to-one,76,41680,48,42,0.3333333333333333
29030,144,0.020833333333333332,77,96,one-to-many,49,95325,48,27,0.3333333333333333
100000,144,0.006944444444444444,145,96,one-to-many,96,29978,48,48,0.3333333333333333
20780,144,0.08333333333333333,141,96,one-to-many,93,13509,48,47,0.3333333333333333
34441,144,0.041666666666666664,145,96,one-to-many,96,57529,48,48,0.3333333333333333
40346,144,0.020833333333333332,144,96,one-to-one,95,38275,48,48,0.3333333333333333
21630,144,0.041666666666666664,96,96,one-to-many,58,10297,48,37,0.3333333333333333
14770,144,0.16666666666666666,110,96,one-to-many,70,86914,48,39,0.3333333333333333
38898,144,0.041666666666666664,145,96,one-to-one,96,25778,48,48,0.3333333333333333
59423,144,0.3333333333333333,109,96,one-to-many,64,25956,48,44,0.3333333333333333
37264,144,0.3333333333333333,111,96,one-to-many,70,65518,48,40,0.3333333333333333
26672,144,0.041666666666666664,145,96,one-to-one,96,76360,48,48,0.3333333333333333
23204,144,0.16666666666666666,103,96,one-to-one,61,75036,48,41,0.3333333333333333
55687,144,0.6666666666666666,98,96,one-to-one,60,46711,48,37,0.3333333333333333
53087,144,0.013888888888888888,68,96,one-to-one,39,30459,48,28,0.3333333333333333
30818,144,0.013888888888888888,74,96,one-to-one,47,29268,48,26,0.3333333333333333
86342,144,0.013888888888888888,145,96,one-to-many,96,56601,48,48,0.3333333333333333
24614,144,0.08333333333333333,108,96,one-to-one,65,55985,48,42,0.3333333333333333
100000,144,0.006944444444444444,111,96,one-to-many,76,27266,48,34,0.3333333333333333
37454,144,0.3333333333333333,89,96,one-to-one,48,89260,48,40,0.3333333333333333
72454,144,0.006944444444444444,145,96,one-to-many,96,33229,48,48,0.3333333333333333
19321,144,0.16666666666666666,124,96,one-to-many,78,72861,48,45,0.3333333333333333
50401,144,0.6666666666666666,109,96,one-to-many,67,56436,48,41,0.3333333333333333
20203,144,0.08333333333333333,145,96,one-to-many,96,57679,48,48,0.3333333333333333
12109,144,0.6666666666666666,113,96,one-to-many,66,99544,48,46,0.3333333333333333
14429,144,0.16666666666666666,127,96,one-to-many,81,61507,48,45,0.3333333333333333
100000,144,0.6666666666666666,97,96,one-to-many,54,19037,48,42,0.3333333333333333
14894,144,0.3333333333333333,121,96,one-to-one,73,55135,48,47,0.3333333333333333
51114,144,0.041666666666666664,109,96,one-to-many,64,38349,48,44,0.3333333333333333
51303,144,0.3333333333333333,74,96,one-to-one,38,64737,48,35,0.3333333333333333
67871,144,0.020833333333333332,145,96,one-to-many,96,66242,48,48,0.3333333333333333
40482,144,0.020833333333333332,145,96,one-to-one,96,99958,48,48,0.3333333333333333
16461,144,0.16666666666666666,107,96,one-to-one,63,40343,48,43,0.3333333333333333
36586,144,0.041666666666666664,135,96,one-to-one,90,23781,48,44,0.3333333333333333
49286,144,0.013888888888888888,109,96,one-to-many,74,64596,48,34,0.3333333333333333
100000,144,0.006944444444444444,130,96,one-to-one,87,98111,48,42,0.3333333333333333
100000,144,0.013888888888888888,112,96,one-to-one,75,78513,48,36,0.3333333333333333
22662,144,0.041666666666666664,115,96,one-to-many,78,41092,48,36,0.3333333333333333
87912,144,0.6666666666666666,98,96,one-to-many,59,48595,48,38,0.3333333333333333
24573,144,0.16666666666666666,97,96,one-to-many,62,23386,48,34,0.3333333333333333
79897,144,0.006944444444444444,145,96,one-to-many,96,16916,48,48,0.3333333333333333
13520,144,0.16666666666666666,115,96,one-to-one,72,56559,48,42,0.3333333333333333
36305,144,0.08333333333333333,129,96,one-to-one,82,40337,48,46,0.3333333333333333
28404,144,0.020833333333333332,132,96,one-to-one,86,54364,48,45,0.3333333333333333
41951,144,0.020833333333333332,130,96,one-to-many,85,37175,48,44,0.3333333333333333
81314,144,0.6666666666666666,87,96,one-to-one,54,42096,48,32,0.3333333333333333
78578,144,0.3333333333333333,102,96,one-to-one,58,82960,48,43,0.3333333333333333
67926,144,0.006944444444444444,98,96,one-to-one,62,68095,48,35,0.3333333333333333
100000,144,0.013888888888888888,32,96,one-to-many,19,94198,48,12,0.3333333333333333
19669,144,0.16666666666666666,132,96,one-to-many,84,56614,48,47,0.3333333333333333
81254,144,0.006944444444444444,4,96,one-to-one,0,41471,48,3,0.3333333333333333
66359,144,0.006944444444444444,145,96,one-to-one,96,48952,48,48,0.3333333333333333
60747,144,0.020833333333333332,109,96,one-to-many,73,64253,48,35,0.3333333333333333
55378,144,0.3333333333333333,91,96,one-to-one,54,14707,48,36,0.3333333333333333
20496,144,0.041666666666666664,115,96,one-to-one,76,56882,48,38,0.3333333333333333
100000,144,0.013888888888888888,107,96,one-to-one,66,53188,48,40,0.3333333333333333
43512,144,0.08333333333333333,106,96,one-to-one,66,71126,48,39,0.3333333333333333
15772,144,0.6666666666666666,105,96,one-to-many,64,82785,48,40,0.3333333333333333
10215,144,0.6666666666666666,89,96,one-to-many,49,93791,48,39,0.3333333333333333
100000,144,0.6666666666666666,103,96,one-to-one,63,85567,48,39,0.3333333333333333
22952,144,0.08333333333333333,104,96,one-to-many,64,98748,48,39,0.3333333333333333
57304,144,0.013888888888888888,145,96,one-to-one,96,63658,48,48,0.3333333333333333
25997,144,0.041666666666666664,95,96,one-to-one,63,20571,48,31,0.3333333333333333
57294,144,0.020833333333333332,73,96,one-to-one,44,76826,48,28,0.3333333333333333
100000,144,0.006944444444444444,90,96,one-to-one,60,41629,48,29,0.3333333333333333
45059,144,0.006944444444444444,101,96,one-to-many,62,56709,48,38,0.3333333333333333
76734,144,0.013888888888888888,145,96,one-to-many,96,84712,48,48,0.3333333333333333
25514,144,0.08333333333333333,80,96,one-to-many,52,14536,48,27,0.3333333333333333
28866,144,0.3333333333333333,105,96,one-to-one,58,16972,48,46,0.3333333333333333
9745,144,0.16666666666666666,103,96,one-to-one,62,42228,48,40,0.3333333333333333
65131,144,0.020833333333333332,119,96,one-to-many,77,45372,48,41,0.3333333333333333
40616,144,0.041666666666666664,145,96,one-to-many,96,99898,48,48,0.3333333333333333
79727,144,0.006944444444444444,5,96,one-to-one,2,51672,48,2,0.3333333333333333
55313,144,0.006944444444444444,145,96,one-to-many,96,34717,48,48,0.3333333333333333
75027,144,0.6666666666666666,88,96,one-to-many,53,99153,48,34,0.3333333333333333
16916,144,0.16666666666666666,113,96,one-to-one,72,95426,48,40,0.3333333333333333
18646,144,0.16666666666666666,140,96,one-to-many,91,19035,48,48,0.3333333333333333
90383,144,0.3333333333333333,82,96,one-to-many,41,13633,48,40,0.3333333333333333
17941,144,0.08333333333333333,123,96,one-to-one,78,56139,48,44,0.3333333333333333
51670,144,0.3333333333333333,93,96,one-to-many,55,79001,48,37,0.3333333333333333
15456,144,0.08333333333333333,102,96,one-to-one,64,28540,48,37,0.3333333333333333
76867,144,0.020833333333333332,145,96,one-to-one,96,83982,48,48,0.3333333333333333
14680,144,0.3333333333333333,110,96,one-to-one,68,39525,48,41,0.3333333333333333
19895,144,0.08333333333333333,142,96,one-to-many,93,83995,48,48,0.3333333333333333
42189,144,0.041666666666666664,140,96,one-to-one,92,97263,48,47,0.3333333333333333
15483,144,0.08333333333333333,112,96,one-to-many,70,60678,48,41,0.3333333333333333
61186,144,0.013888888888888888,145,96,one-to-many,96,85329,48,48,0.3333333333333333
10699,144,0.3333333333333333,108,96,one-to-many,65,31853,48,42,0.3333333333333333
100000,144,0.006944444444444444,144,96,one-to-many,95,70485,48,48,0.3333333333333333
52196,144,0.006944444444444444,145,96,one-to-many,96,40869,48,48,0.3333333333333333
17094,144,0.3333333333333333,104,96,one-to-many,62,15868,48,41,0.3333333333333333
69929,144,0.020833333333333332,145,96,one-to-many,96,81732,48,48,0.3333333333333333
93084,144,0.006944444444444444,112,96,one-to-one,74,91423,48,37,0.3333333333333333
